"item_id";"pv";"fav";"cart";"buy";"user_buy_rate"
2880292;1;0;0;0;0.0
2881443;1;0;0;0;0.0
2882426;1;0;0;0;0.0
2883095;1;0;0;0;0.0
2883348;2;0;0;0;0.0
2883785;1;0;1;0;0.0
2883984;1;0;0;0;0.0
2884996;1;0;0;0;0.0
2885101;3;1;0;0;0.0
2885541;1;0;0;0;0.0
2887308;1;0;0;0;0.0
2889330;1;0;0;0;0.0
2890965;1;0;0;0;0.0
2891389;1;0;0;0;0.0
2891855;1;0;0;0;0.0
2893548;1;0;0;0;0.0
2893643;1;0;0;0;0.0
2894249;0;0;1;0;0.0
2894294;1;0;0;0;0.0
2895220;1;0;0;0;0.0
2898385;0;0;1;0;0.0
2899794;0;1;0;0;0.0
2900893;1;0;0;0;0.0
2901109;0;1;1;0;0.0
2901123;1;0;0;0;0.0
2901364;1;0;0;0;0.0
2901864;1;1;0;0;0.0
2902284;1;1;0;0;0.0
2902651;2;0;0;0;0.0
2905775;0;1;0;0;0.0
2906683;1;0;0;0;0.0
2907184;1;0;0;0;0.0
2908101;3;0;0;0;0.0
2908830;1;0;0;0;0.0
2908870;1;0;0;0;0.0
2910550;1;0;0;0;0.0
2911322;1;0;0;0;0.0
2912125;1;0;0;0;0.0
2913302;1;0;0;0;0.0
2913804;1;0;0;0;0.0
2913972;1;0;0;0;0.0
2914711;1;0;0;0;0.0
2914740;1;0;0;0;0.0
2917189;1;0;0;0;0.0
2918032;1;0;0;0;0.0
2919911;1;0;0;0;0.0
2920501;1;0;0;0;0.0
2920767;1;0;0;0;0.0
2921298;1;0;0;0;0.0
2921351;1;0;0;0;0.0
2923290;2;0;0;0;0.0
2924387;1;0;0;0;0.0
2926817;1;1;0;0;0.0
2926950;1;0;0;0;0.0
2927000;2;0;0;0;0.0
2927158;1;0;0;0;0.0
2928518;1;0;0;0;0.0
2928786;1;0;0;0;0.0
2929705;1;0;0;0;0.0
2929841;1;0;0;0;0.0
2931476;1;0;0;0;0.0
2931997;1;0;0;0;0.0
2932431;1;0;0;0;0.0
2932989;1;0;0;0;0.0
2933988;1;0;0;0;0.0
2934068;1;0;0;0;0.0
2934480;1;0;0;0;0.0
2936103;0;0;1;0;0.0
2938235;2;0;0;0;0.0
2938282;1;0;0;0;0.0
2940361;1;0;0;0;0.0
2942113;1;0;0;0;0.0
2942236;1;0;0;0;0.0
2943527;3;0;0;0;0.0
2944240;1;0;0;0;0.0
2944745;1;0;0;0;0.0
2945609;1;0;0;0;0.0
2946630;1;0;0;0;0.0
2946830;1;0;0;0;0.0
2947322;1;0;0;0;0.0
2950237;1;0;0;0;0.0
2951148;1;0;0;0;0.0
2951393;1;0;0;0;0.0
2951558;2;0;0;0;0.0
2951788;1;0;0;0;0.0
2951918;2;0;0;0;0.0
2953605;1;0;0;0;0.0
2953864;1;0;0;0;0.0
2954801;1;0;0;0;0.0
2955162;1;0;0;0;0.0
2956060;1;0;0;0;0.0
2956113;1;0;0;0;0.0
2956207;1;0;0;0;0.0
2956689;1;0;0;0;0.0
2957364;1;0;0;0;0.0
2959145;1;0;0;0;0.0
2961565;1;0;0;0;0.0
2961674;1;0;0;0;0.0
2962327;1;0;0;0;0.0
2963953;1;0;0;0;0.0
2964774;1;0;0;0;0.0
2965328;0;0;1;0;0.0
2965545;2;0;0;0;0.0
2966294;1;0;0;0;0.0
2966732;1;0;0;0;0.0
2966963;1;0;0;0;0.0
2968120;1;0;0;0;0.0
2969797;1;0;0;0;0.0
2969888;1;0;0;0;0.0
2971425;1;0;1;0;0.0
2971433;1;0;0;0;0.0
2972551;1;0;0;0;0.0
2972607;2;0;0;0;0.0
2973031;1;0;0;0;0.0
2973157;1;0;0;0;0.0
2973210;1;0;0;0;0.0
2973950;0;0;1;0;0.0
2974360;1;0;0;0;0.0
2976101;0;1;0;0;0.0
2976366;1;0;0;0;0.0
2978769;1;0;0;0;0.0
2979278;1;0;0;0;0.0
2979334;2;0;0;0;0.0
2979387;1;0;0;0;0.0
2979587;2;0;0;0;0.0
2980223;1;0;0;0;0.0
2981672;1;0;0;0;0.0
2982088;1;0;0;0;0.0
2982089;10;0;1;0;0.0
2983464;1;0;0;0;0.0
2983765;0;1;0;0;0.0
2984269;1;0;0;0;0.0
2985248;0;0;1;0;0.0
2985291;1;0;0;0;0.0
2985484;2;0;0;0;0.0
2987454;1;0;1;0;0.0
2987961;1;0;0;0;0.0
2988964;1;0;0;0;0.0
2989002;3;0;0;0;0.0
2989184;1;0;0;0;0.0
2989518;2;0;0;0;0.0
2989876;1;0;0;0;0.0
2989920;1;0;0;0;0.0
2990198;1;0;0;0;0.0
2990661;2;0;0;0;0.0
2992687;0;0;1;0;0.0
2993600;1;0;0;0;0.0
2993801;1;0;0;0;0.0
2994194;1;0;0;0;0.0
2994828;1;0;0;0;0.0
2994903;0;0;1;0;0.0
2995852;1;0;0;0;0.0
2995859;1;0;0;0;0.0
2996466;0;0;1;0;0.0
2997346;1;0;0;0;0.0
2997895;1;0;0;0;0.0
2998631;1;1;0;0;0.0
2999096;1;0;1;0;0.0
2999744;1;0;0;0;0.0
2999749;1;0;0;0;0.0
2999751;1;0;0;0;0.0
2999989;1;0;0;0;0.0
3000191;1;0;0;0;0.0
3000506;4;0;0;0;0.0
3000805;1;0;0;0;0.0
3000851;1;0;0;0;0.0
3001237;1;0;0;0;0.0
3001734;1;0;0;0;0.0
3002644;1;0;0;0;0.0
3004506;1;0;0;0;0.0
3004746;1;0;0;0;0.0
3005381;1;0;0;0;0.0
3005586;1;0;0;0;0.0
3008102;1;0;0;0;0.0
3008104;1;0;0;0;0.0
3008372;1;0;0;0;0.0
3008516;1;0;0;0;0.0
3009142;1;0;0;0;0.0
3009943;1;0;0;0;0.0
3009971;1;0;0;0;0.0
3010734;1;0;0;0;0.0
3011169;2;0;0;0;0.0
3011437;1;0;0;0;0.0
3011756;1;0;0;0;0.0
3011960;1;0;0;0;0.0
3012256;1;0;0;0;0.0
3012260;1;0;0;0;0.0
3012730;1;0;0;0;0.0
3013421;1;0;0;0;0.0
3014659;1;0;0;0;0.0
3017816;1;1;0;0;0.0
3018357;1;0;0;0;0.0
3019619;2;0;0;0;0.0
3020799;1;0;1;0;0.0
3021357;1;0;0;0;0.0
3022779;0;0;1;0;0.0
3024494;1;0;0;0;0.0
3024971;0;0;1;0;0.0
3026450;1;0;0;0;0.0
3026663;1;0;0;0;0.0
3027095;1;0;0;0;0.0
3028893;1;0;0;0;0.0
3029504;1;0;0;0;0.0
3030432;1;0;0;0;0.0
3031354;1;0;0;0;0.0
3031466;2;0;0;0;0.0
3031863;2;0;0;0;0.0
3032304;1;0;0;0;0.0
3032620;1;0;0;0;0.0
3032958;1;0;0;0;0.0
3033268;1;0;0;0;0.0
3034333;1;0;0;0;0.0
3034614;1;0;0;0;0.0
3036095;1;0;0;0;0.0
3036178;2;0;0;0;0.0
3038267;1;0;0;0;0.0
3039587;1;0;0;0;0.0
3040100;1;0;0;0;0.0
3040622;2;0;0;0;0.0
3040758;0;0;1;0;0.0
3041357;3;0;0;0;0.0
3042528;1;0;0;0;0.0
3043274;1;0;0;0;0.0
3043355;1;0;0;0;0.0
3043824;1;0;0;0;0.0
3043927;1;0;0;0;0.0
3044216;1;0;0;0;0.0
3044920;1;0;0;0;0.0
3045895;1;0;0;0;0.0
3047009;1;0;0;0;0.0
3047180;1;0;0;0;0.0
3048557;1;0;0;0;0.0
3048940;1;0;0;0;0.0
3049549;1;0;0;0;0.0
3050273;1;0;0;0;0.0
3050640;1;0;0;0;0.0
3051435;1;0;1;0;0.0
3053946;2;0;0;0;0.0
3054767;1;0;1;0;0.0
3054849;1;0;0;0;0.0
3056174;1;0;0;0;0.0
3056428;1;0;0;0;0.0
3056863;4;0;0;0;0.0
3057149;2;0;0;0;0.0
3057261;1;0;0;0;0.0
3059449;1;0;0;0;0.0
3059830;1;0;0;0;0.0
3061550;1;0;0;0;0.0
3062402;1;0;0;0;0.0
3066223;2;0;0;0;0.0
3067424;1;0;0;0;0.0
3068453;1;0;0;0;0.0
3068688;1;0;0;0;0.0
3069364;1;0;1;0;0.0
3069462;1;0;0;0;0.0
3069610;1;0;0;0;0.0
3070154;2;0;0;0;0.0
3070749;1;0;0;0;0.0
3070843;0;1;0;0;0.0
3073334;1;0;0;0;0.0
3073863;1;0;0;0;0.0
3076085;2;0;0;0;0.0
3076094;1;0;0;0;0.0
3077687;1;0;0;0;0.0
3077956;1;0;0;0;0.0
3078529;1;0;0;0;0.0
3078872;1;0;0;0;0.0
3079339;1;0;0;0;0.0
3080096;1;0;0;0;0.0
3080417;1;0;0;0;0.0
3080593;1;1;0;0;0.0
3082152;2;0;0;0;0.0
3082321;1;0;0;0;0.0
3082449;1;0;0;0;0.0
3083565;1;0;0;0;0.0
3083970;1;0;0;0;0.0
3084097;1;0;0;0;0.0
3084172;1;0;0;0;0.0
3084376;2;0;0;0;0.0
3085361;1;0;0;0;0.0
3086632;1;0;0;0;0.0
3087460;1;0;0;0;0.0
3088488;1;0;0;0;0.0
3088511;1;0;0;0;0.0
3088664;1;0;0;0;0.0
3088710;1;0;0;0;0.0
3090497;1;0;0;0;0.0
3091588;1;0;0;0;0.0
3091642;1;0;0;0;0.0
3092879;0;0;1;0;0.0
3095445;0;1;0;0;0.0
3095480;1;0;0;0;0.0
3096190;1;0;0;0;0.0
3097013;4;0;1;0;0.0
3097239;1;0;0;0;0.0
3098019;2;0;0;0;0.0
3099232;1;0;0;0;0.0
3099536;1;0;0;0;0.0
3099791;1;0;0;0;0.0
3100010;1;0;0;0;0.0
3100829;2;0;0;0;0.0
3104025;1;0;0;0;0.0
3104176;2;0;0;0;0.0
3104499;1;0;0;0;0.0
3105175;1;0;0;0;0.0
3105518;1;0;0;0;0.0
3105573;1;0;0;0;0.0
3106058;1;0;0;0;0.0
3106618;1;0;0;0;0.0
3108653;1;0;0;0;0.0
3109329;1;0;0;0;0.0
3110107;1;0;0;0;0.0
3110236;1;0;0;0;0.0
3110709;1;0;0;0;0.0
3110818;1;0;0;0;0.0
3111019;1;0;0;0;0.0
3111138;1;0;0;0;0.0
3113167;2;0;0;0;0.0
3114258;2;0;0;0;0.0
3115241;1;0;0;0;0.0
3115561;1;0;0;0;0.0
3116293;1;0;0;0;0.0
3117411;1;0;0;0;0.0
3117555;2;0;0;0;0.0
3117943;1;0;0;0;0.0
3118003;1;0;0;0;0.0
3118076;1;0;0;0;0.0
3118435;2;0;0;0;0.0
3118651;1;0;0;0;0.0
3119908;2;0;0;0;0.0
3120017;1;0;0;0;0.0
3120276;1;0;0;0;0.0
3121109;0;0;1;0;0.0
3121209;1;0;0;0;0.0
3121521;1;0;0;0;0.0
3121899;1;0;0;0;0.0
3122018;1;0;0;0;0.0
3122022;1;0;0;0;0.0
3123414;1;0;0;0;0.0
3127936;1;0;0;0;0.0
3128216;1;0;0;0;0.0
3129137;1;0;0;0;0.0
3129681;1;0;0;0;0.0
3130206;1;0;0;0;0.0
3133192;1;0;0;0;0.0
3134511;1;0;0;0;0.0
3135895;2;0;0;0;0.0
3136563;1;0;0;0;0.0
3136958;1;0;0;0;0.0
3136996;0;1;0;0;0.0
3139323;0;1;0;0;0.0
3139327;1;0;0;0;0.0
3139408;1;0;0;0;0.0
3139596;1;0;0;0;0.0
3139959;1;0;0;0;0.0
3140200;1;0;0;0;0.0
3141058;1;0;0;0;0.0
3142372;1;0;0;0;0.0
3142376;1;0;0;0;0.0
3142497;1;0;0;0;0.0
3142899;1;0;0;0;0.0
3142918;1;0;0;0;0.0
3143335;1;0;0;0;0.0
3143527;3;0;0;0;0.0
3144058;1;0;0;0;0.0
3144641;1;0;0;0;0.0
3147382;0;1;0;0;0.0
3149065;1;0;0;0;0.0
3149144;1;0;0;0;0.0
3149492;1;0;0;0;0.0
3149817;1;0;0;0;0.0
3150031;0;0;1;0;0.0
3154662;1;0;0;0;0.0
3156947;1;0;0;0;0.0
3158161;1;0;0;0;0.0
3158796;1;0;0;0;0.0
3159978;5;0;0;0;0.0
3160234;1;0;0;0;0.0
3160477;1;0;0;0;0.0
3160558;1;0;0;0;0.0
3160733;1;0;0;0;0.0
3161072;1;0;0;0;0.0
3161850;1;0;0;0;0.0
3162657;1;0;0;0;0.0
3163208;1;0;0;0;0.0
3163548;2;0;0;0;0.0
3164219;2;0;0;0;0.0
3164279;1;0;0;0;0.0
3166155;1;0;0;0;0.0
3166213;1;0;0;0;0.0
3166473;1;0;0;0;0.0
3169652;3;0;0;0;0.0
3170604;1;0;0;0;0.0
3170911;10;1;0;0;0.0
3171028;1;0;0;0;0.0
3171280;1;0;0;0;0.0
3171887;1;0;0;0;0.0
3172318;1;0;0;0;0.0
3172411;1;0;0;0;0.0
3173361;1;0;0;0;0.0
3173737;1;0;0;0;0.0
3174237;2;0;0;0;0.0
3175152;1;0;0;0;0.0
3175666;2;0;0;0;0.0
3176664;1;0;0;0;0.0
3177087;2;0;0;0;0.0
3177630;1;0;0;0;0.0
3178908;1;0;0;0;0.0
3179000;1;0;0;0;0.0
3182227;1;0;0;0;0.0
3182688;1;0;0;0;0.0
3183330;1;0;0;0;0.0
3183557;0;0;1;0;0.0
3183772;1;0;0;0;0.0
3184299;1;0;0;0;0.0
3185334;1;0;0;0;0.0
3186385;1;0;0;0;0.0
3186936;1;0;0;0;0.0
3187009;1;0;0;0;0.0
3187808;0;1;0;0;0.0
3189330;1;0;0;0;0.0
3189426;1;0;0;0;0.0
3190191;1;0;0;0;0.0
3191112;1;0;0;0;0.0
3191624;2;0;0;0;0.0
3192069;1;0;0;0;0.0
3193226;1;0;0;0;0.0
3193831;2;0;0;0;0.0
3194322;1;0;0;0;0.0
3194615;1;0;0;0;0.0
3195118;1;0;0;0;0.0
3195320;1;0;0;0;0.0
3195913;2;0;0;0;0.0
3198882;1;0;0;0;0.0
3200221;1;0;0;0;0.0
3200977;2;0;0;0;0.0
3201028;1;0;0;0;0.0
3201561;1;0;0;0;0.0
3202206;1;0;0;0;0.0
3203367;1;0;0;0;0.0
3204000;2;0;0;0;0.0
3204221;1;0;0;0;0.0
3204557;1;0;0;0;0.0
3206273;1;0;0;0;0.0
3209311;2;0;0;0;0.0
3209415;1;0;0;0;0.0
3209715;1;0;0;0;0.0
3211100;1;0;0;0;0.0
3211976;1;0;0;0;0.0
3213117;1;0;0;0;0.0
3214127;2;0;0;0;0.0
3214472;1;0;0;0;0.0
3214731;0;0;1;0;0.0
3216015;1;0;0;0;0.0
3217458;2;0;0;0;0.0
3217822;1;0;0;0;0.0
3218679;1;0;0;0;0.0
3218698;1;0;0;0;0.0
3219693;1;0;0;0;0.0
3219866;1;0;0;0;0.0
3219975;1;0;0;0;0.0
3220708;2;0;0;0;0.0
3221532;1;0;0;0;0.0
3221960;1;0;0;0;0.0
3222280;1;0;0;0;0.0
3223820;1;0;0;0;0.0
3223900;1;0;0;0;0.0
3224386;1;0;0;0;0.0
3225528;1;0;0;0;0.0
3226211;1;0;0;0;0.0
3226220;1;0;0;0;0.0
3226307;1;0;0;0;0.0
3226523;1;0;0;0;0.0
3226730;1;0;0;0;0.0
3226795;2;0;0;0;0.0
3228504;1;0;0;0;0.0
3228527;1;0;0;0;0.0
3230129;1;0;0;0;0.0
3231040;1;0;0;0;0.0
3231963;0;0;1;0;0.0
3232054;1;0;0;0;0.0
3232103;1;0;0;0;0.0
3232271;1;0;0;0;0.0
3232603;0;1;0;0;0.0
3232684;1;0;0;0;0.0
3233270;1;0;0;0;0.0
3234377;1;0;1;0;0.0
3234658;1;0;0;0;0.0
3234798;1;0;0;0;0.0
3236134;1;0;0;0;0.0
3236844;2;0;0;0;0.0
3237071;1;0;0;0;0.0
3238418;1;0;0;0;0.0
3239444;1;0;0;0;0.0
3240595;1;0;0;0;0.0
3240911;7;0;0;0;0.0
3243593;1;0;0;0;0.0
3244515;2;0;0;0;0.0
3244925;1;0;0;0;0.0
3246253;1;0;0;0;0.0
3246591;1;0;0;0;0.0
3246750;1;0;0;0;0.0
3247064;1;0;0;0;0.0
3248016;1;0;0;0;0.0
3248119;2;0;0;0;0.0
3248616;1;0;0;0;0.0
3248858;1;0;0;0;0.0
3249302;1;0;0;0;0.0
3251083;1;0;0;0;0.0
3251920;1;0;0;0;0.0
3252784;1;0;0;0;0.0
3253147;1;0;0;0;0.0
3255580;2;0;0;0;0.0
3255686;16;1;0;0;0.0
3257073;1;0;0;0;0.0
3257718;2;0;0;0;0.0
3258733;1;1;0;0;0.0
3258822;1;0;0;0;0.0
3259235;2;0;0;0;0.0
3259474;1;0;1;0;0.0
3260156;1;0;0;0;0.0
3262115;2;0;0;0;0.0
3263114;1;0;0;0;0.0
3264200;2;0;1;0;0.0
3264769;1;0;0;0;0.0
3265131;3;0;0;0;0.0
3265351;3;0;0;0;0.0
3266710;1;0;0;0;0.0
3267762;1;0;0;0;0.0
3268075;1;0;0;0;0.0
3268289;1;0;0;0;0.0
3268374;2;0;0;0;0.0
3270192;1;0;0;0;0.0
3270279;1;0;0;0;0.0
3270844;1;0;0;0;0.0
3271062;1;0;0;0;0.0
3271262;1;0;0;0;0.0
3271825;1;0;0;0;0.0
3272713;1;0;0;0;0.0
3273182;1;0;0;0;0.0
3274189;1;0;0;0;0.0
3275748;2;0;0;0;0.0
3279065;1;0;0;0;0.0
3281435;2;0;0;0;0.0
3282888;1;0;0;0;0.0
3283607;0;1;0;0;0.0
3283862;1;0;0;0;0.0
3284146;1;0;0;0;0.0
3284823;3;0;0;0;0.0
3285937;1;0;0;0;0.0
3286719;1;0;0;0;0.0
3287735;1;0;0;0;0.0
3289201;3;0;0;0;0.0
3289242;1;0;1;0;0.0
3289902;1;0;0;0;0.0
3291561;1;0;0;0;0.0
3291957;1;0;1;0;0.0
3292450;1;0;0;0;0.0
3293260;1;0;0;0;0.0
3293396;1;0;0;0;0.0
3295343;1;0;0;0;0.0
3296363;1;0;1;0;0.0
3296766;1;0;0;0;0.0
3296824;1;0;0;0;0.0
3297133;4;0;0;0;0.0
3298179;0;0;1;0;0.0
3298286;1;0;0;0;0.0
3300073;1;0;0;0;0.0
3300268;1;0;0;0;0.0
3300573;1;0;0;0;0.0
3300843;0;0;1;0;0.0
3301006;1;0;0;0;0.0
3302340;1;0;0;0;0.0
3305529;1;0;0;0;0.0
3306088;1;0;0;0;0.0
3307450;1;0;0;0;0.0
3307903;1;0;0;0;0.0
3307905;0;0;1;0;0.0
3308530;1;0;0;0;0.0
3308956;0;0;1;0;0.0
3310016;1;0;0;0;0.0
3310242;1;0;0;0;0.0
3310958;1;0;0;0;0.0
3311488;1;0;0;0;0.0
3311947;1;0;0;0;0.0
3312135;1;0;0;0;0.0
3312867;1;0;0;0;0.0
3313361;1;0;0;0;0.0
3314568;4;0;0;0;0.0
3316390;1;0;0;0;0.0
3317042;3;0;1;0;0.0
3319126;1;0;0;0;0.0
3319159;1;0;0;0;0.0
3319189;1;0;0;0;0.0
3320424;1;0;0;0;0.0
3321494;1;0;0;0;0.0
3322615;1;0;0;0;0.0
3324266;1;0;0;0;0.0
3324676;1;0;0;0;0.0
3324761;2;0;0;0;0.0
3326650;0;1;0;0;0.0
3327113;1;0;0;0;0.0
3327461;1;0;0;0;0.0
3327469;1;0;0;0;0.0
3330444;1;0;0;0;0.0
3330876;1;0;0;0;0.0
3331037;1;0;1;0;0.0
3331887;1;0;0;0;0.0
3331977;1;0;0;0;0.0
3332668;1;0;0;0;0.0
3332712;0;1;0;0;0.0
3332992;1;0;0;0;0.0
3333132;1;0;0;0;0.0
3333944;1;0;0;0;0.0
3334099;2;0;0;0;0.0
3334515;1;0;0;0;0.0
3334753;1;0;0;0;0.0
3335126;1;0;0;0;0.0
3335233;1;0;0;0;0.0
3337539;1;0;0;0;0.0
3338018;1;0;0;0;0.0
3338429;1;0;0;0;0.0
3339383;2;0;0;0;0.0
3339670;1;0;0;0;0.0
3340324;1;0;0;0;0.0
3341223;1;0;0;0;0.0
3341385;1;0;0;0;0.0
3341647;1;0;0;0;0.0
3342533;3;0;0;0;0.0
3343544;1;0;0;0;0.0
3343601;1;0;0;0;0.0
3344031;2;0;0;0;0.0
3345762;1;0;0;0;0.0
3346199;1;0;0;0;0.0
3346277;1;0;0;0;0.0
3346436;1;0;0;0;0.0
3347345;0;0;1;0;0.0
3348807;1;0;0;0;0.0
3348843;2;0;0;0;0.0
3348993;1;0;1;0;0.0
3349148;1;0;0;0;0.0
3349382;0;1;0;0;0.0
3350117;1;0;0;0;0.0
3350252;1;0;0;0;0.0
3350385;1;0;0;0;0.0
3351076;1;0;0;0;0.0
3358948;1;0;0;0;0.0
3359848;1;0;0;0;0.0
3360436;1;0;0;0;0.0
3360483;1;0;0;0;0.0
3360683;1;0;0;0;0.0
3361347;1;0;0;0;0.0
3362298;1;0;0;0;0.0
3364115;1;0;0;0;0.0
3365284;1;0;0;0;0.0
3365548;1;0;0;0;0.0
3365551;1;0;0;0;0.0
3366435;1;0;0;0;0.0
3367724;1;0;0;0;0.0
3367985;3;0;0;0;0.0
3368657;1;0;0;0;0.0
3371277;1;0;0;0;0.0
3371523;4;0;0;0;0.0
3373110;1;0;0;0;0.0
3373197;1;0;0;0;0.0
3373214;1;0;0;0;0.0
3373537;1;0;0;0;0.0
3374210;1;0;0;0;0.0
3375736;2;0;0;0;0.0
3376544;1;0;0;0;0.0
3376691;0;0;1;0;0.0
3377018;1;0;0;0;0.0
3377159;1;0;0;0;0.0
3377603;1;0;0;0;0.0
3379289;2;0;0;0;0.0
3380059;1;0;0;0;0.0
3380063;1;0;0;0;0.0
3380632;1;0;0;0;0.0
3380674;1;0;0;0;0.0
3383873;1;0;0;0;0.0
3384857;2;0;0;0;0.0
3385738;1;0;0;0;0.0
3385957;1;0;0;0;0.0
3387087;1;0;0;0;0.0
3387699;0;0;1;0;0.0
3388112;1;0;0;0;0.0
3388136;1;0;0;0;0.0
3388152;1;0;0;0;0.0
3389814;1;0;0;0;0.0
3389967;0;0;1;0;0.0
3390839;2;0;0;0;0.0
3392230;1;0;0;0;0.0
3392369;1;0;0;0;0.0
3392410;1;0;0;0;0.0
3393157;1;0;0;0;0.0
3393813;1;0;0;0;0.0
3395301;1;0;0;0;0.0
3395871;1;0;0;0;0.0
3395884;2;0;0;0;0.0
3395987;1;0;0;0;0.0
3396902;1;0;0;0;0.0
3397018;1;0;0;0;0.0
3397177;1;0;0;0;0.0
3397331;1;0;0;0;0.0
3397404;1;0;0;0;0.0
3397880;1;0;0;0;0.0
3399632;1;0;0;0;0.0
3400642;1;0;0;0;0.0
3401034;1;0;0;0;0.0
3401884;1;0;0;0;0.0
3402628;2;0;0;0;0.0
3402840;1;0;0;0;0.0
3403645;4;1;0;0;0.0
3403702;3;0;0;0;0.0
3403812;1;0;0;0;0.0
3405606;1;0;0;0;0.0
3406229;2;0;0;0;0.0
3406901;1;0;0;0;0.0
3408015;1;1;0;0;0.0
3408074;1;0;0;0;0.0
3408121;1;0;2;0;0.0
3409174;1;0;0;0;0.0
3410995;0;0;1;0;0.0
3411292;1;0;0;0;0.0
3413795;1;0;0;0;0.0
3415167;1;0;0;0;0.0
3415843;1;0;0;0;0.0
3417214;1;0;0;0;0.0
3417504;1;0;0;0;0.0
3418103;1;0;0;0;0.0
3418966;1;0;0;0;0.0
3419946;1;0;0;0;0.0
3421766;1;0;0;0;0.0
3423437;1;0;0;0;0.0
3423443;4;0;0;0;0.0
3423645;1;0;0;0;0.0
3424836;1;0;0;0;0.0
3426187;1;0;0;0;0.0
3427154;5;0;0;0;0.0
3427229;0;1;0;0;0.0
3429195;0;0;1;0;0.0
3430525;1;0;0;0;0.0
3430547;1;0;0;0;0.0
3430575;1;0;0;0;0.0
3431579;1;0;0;0;0.0
3431814;1;0;0;0;0.0
3432631;1;0;0;0;0.0
3434248;3;0;0;0;0.0
3434527;1;0;0;0;0.0
3435051;1;0;0;0;0.0
3435156;1;0;0;0;0.0
3435670;0;1;0;0;0.0
3436434;1;0;0;0;0.0
3438558;1;0;0;0;0.0
3439311;2;0;0;0;0.0
3440469;1;0;0;0;0.0
3440534;1;0;0;0;0.0
3441592;1;0;0;0;0.0
3442865;1;0;0;0;0.0
3442870;1;0;0;0;0.0
3443208;1;0;0;0;0.0
3443315;1;0;0;0;0.0
3443501;1;0;0;0;0.0
3444201;1;0;1;0;0.0
3446353;1;0;0;0;0.0
3447006;1;0;0;0;0.0
3448013;1;0;0;0;0.0
3448438;1;0;0;0;0.0
3449439;1;0;0;0;0.0
3449688;1;0;0;0;0.0
3449833;3;0;0;0;0.0
3451294;1;0;0;0;0.0
3451378;1;0;0;0;0.0
3452114;2;0;0;0;0.0
3452368;1;0;0;0;0.0
3452588;1;0;0;0;0.0
3454067;1;0;0;0;0.0
3454312;1;0;0;0;0.0
3454329;2;0;0;0;0.0
3454685;1;0;0;0;0.0
3454731;1;0;0;0;0.0
3455304;0;1;0;0;0.0
3456235;1;0;0;0;0.0
3458203;1;0;0;0;0.0
3458629;1;0;0;0;0.0
3458910;1;0;0;0;0.0
3459416;1;0;0;0;0.0
3459820;3;0;0;0;0.0
3459826;1;0;0;0;0.0
3461635;2;0;0;0;0.0
3462461;2;0;0;0;0.0
3462704;3;0;0;0;0.0
3464049;0;1;0;0;0.0
3464088;2;1;0;0;0.0
3465147;1;0;0;0;0.0
3466621;1;0;0;0;0.0
3466685;1;0;0;0;0.0
3467882;0;0;1;0;0.0
3467912;1;0;0;0;0.0
3468589;1;0;0;0;0.0
3468748;1;0;0;0;0.0
3469711;1;0;0;0;0.0
3471269;2;0;1;0;0.0
3471639;1;0;0;0;0.0
3472989;1;0;0;0;0.0
3473652;1;0;0;0;0.0
3474051;1;0;0;0;0.0
3474159;1;0;0;0;0.0
3475183;3;0;0;0;0.0
3475401;0;1;0;0;0.0
3477398;1;0;0;0;0.0
3477699;1;0;0;0;0.0
3480360;1;0;0;0;0.0
3480615;1;0;0;0;0.0
3482111;1;0;0;0;0.0
3482165;1;0;0;0;0.0
3482944;1;0;0;0;0.0
3483163;1;0;0;0;0.0
3483277;1;0;0;0;0.0
3483786;1;0;0;0;0.0
3484149;1;0;0;0;0.0
3485061;1;0;0;0;0.0
3485136;1;0;0;0;0.0
3485370;1;0;0;0;0.0
3486598;1;0;0;0;0.0
3488081;1;0;0;0;0.0
3488746;1;0;0;0;0.0
3488958;1;0;0;0;0.0
3488970;1;0;0;0;0.0
3489033;0;1;0;0;0.0
3490160;1;0;0;0;0.0
3490192;1;0;0;0;0.0
3490502;1;0;0;0;0.0
3493253;1;0;1;0;0.0
3495288;1;0;0;0;0.0
3496902;2;0;1;0;0.0
3497607;1;0;0;0;0.0
3497907;1;0;0;0;0.0
3497941;1;0;0;0;0.0
3498132;0;0;1;0;0.0
3498263;1;0;0;0;0.0
3498337;1;0;1;0;0.0
3498767;2;0;0;0;0.0
3499504;3;0;0;0;0.0
3500889;1;0;0;0;0.0
3502062;2;0;0;0;0.0
3502728;1;0;0;0;0.0
3503649;1;0;0;0;0.0
3503678;1;0;0;0;0.0
3503983;1;0;0;0;0.0
3504111;2;0;0;0;0.0
3504281;3;0;0;0;0.0
3504703;1;0;0;0;0.0
3504837;1;0;0;0;0.0
3505209;1;0;0;0;0.0
3505239;1;0;0;0;0.0
3506994;1;0;0;0;0.0
3507042;1;0;0;0;0.0
3507470;1;0;0;0;0.0
3507603;1;0;0;0;0.0
3508685;1;0;0;0;0.0
3509535;1;0;0;0;0.0
3511470;1;0;0;0;0.0
3511497;1;0;0;0;0.0
3512345;1;0;0;0;0.0
3513529;1;0;0;0;0.0
3515302;1;0;0;0;0.0
3517825;3;0;0;0;0.0
3518368;1;0;0;0;0.0
3520277;1;0;0;0;0.0
3520941;1;0;0;0;0.0
3521543;1;0;0;0;0.0
3523362;1;0;0;0;0.0
